CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018
21,Puebla,21115,Quecholac,211150018,San José Tuzuapan,C21.09,Palmarito Tochapan,3012
20,Oaxaca,20308,San Pedro Huilotepec,,,M20.02,Tehuantepec,3036
15,México,15088,Tenancingo,150880071,La Ciénega,C15.09,Tenancingo de Degollado,3057
18,Nayarit,18004,Compostela,180040322,Paraíso Escondido [Colonia],C18.02,La Peñita de Jaltemba,3135
20,Oaxaca,20519,Santo Domingo Tomaltepec,,,M20.01,Oaxaca,3170
11,Guanajuato,11003,San Miguel de Allende,110030591,Colonia San Luis Rey,C11.02,San Miguel de Allende,3199
21,Puebla,21053,Chignahuapan,210530092,Ixtlahuaca Barrio,C21.06,Ciudad de Chignahuapan,3220
30,Veracruz de Ignacio de la Llave,30023,Atzalan,300230250,Colonias Pedernales,C30.09,Martínez de la Torre,3256
21,Puebla,21110,Palmar de Bravo,211100011,Jesús Nazareno,C21.09,Palmarito Tochapan,3266
12,Guerrero,12011,Atoyac de Álvarez,120110071,El Ticui,C12.01,Atoyac de Álvarez,3275
21,Puebla,21118,Los Reyes de Juárez,211180007,Santiago Acozac,C21.01,Acatzingo de Hidalgo,3294
15,México,15026,Chapa de Mota,150260008,Dongu,C15.02,San Felipe Coamango-San Juan Tuxtepec,3314
20,Oaxaca,20413,Santa María Huatulco,204130135,Sector H Tres,C20.09,Crucecita,3327
21,Puebla,21071,Huauchinango,210710009,Cuacuila,C21.07,Huauchinango,3328
15,México,15088,Tenancingo,150880060,Colonia San Ramón,C15.09,Tenancingo de Degollado,3348
13,Hidalgo,13003,Actopan,130030005,El Boxtha,C13.01,Actopan,3359
21,Puebla,21199,Xiutetelco,211990009,San Francisco,C30.08,Jalacingo-San Juan Xiutetelco,3364
20,Oaxaca,20403,Santa María Coyotepec,,,M20.01,Oaxaca,3367
30,Veracruz de Ignacio de la Llave,30060,Chinampa de Gorostiza,300600007,Colonia las Flores,C30.01,Naranjos,3389
13,Hidalgo,13054,San Salvador,130540019,San Antonio Zaragoza,C13.01,Actopan,3399
28,Tamaulipas,28040,Valle Hermoso,280400067,El Realito,C28.01,Valle Hermoso,3402
15,México,15014,Atlacomulco,150140057,Tecoac (Santa María Nativitas),C15.01,Atlacomulco de Fabela,3466
5,Coahuila de Zaragoza,5028,Sabinas,50280003,Cloete,C05.01,Nueva Rosita-Cloete,3470
21,Puebla,21207,Zacapoaxtla,212070005,Comaltepec,C21.14,Zacapoaxtla,3552
25,Sinaloa,25011,Guasave,250110070,Callejones de Guasavito,C25.02,Guasave,3586
30,Veracruz de Ignacio de la Llave,30160,Álamo Temapache,301600052,Estero del Ídolo,C30.13,Álamo,3597
15,México,15042,Ixtlahuaca,150420029,Barrio de San Pedro la Cabecera,C15.05,Santo Domingo de Guzmán,3600
15,México,15088,Tenancingo,150880043,Colonia Emiliano Zapata Ejido de Tenancingo,C15.09,Tenancingo de Degollado,3639
21,Puebla,21208,Zacatlán,212080004,Atzingo (La Cumbre),C21.15,Zacatlán,3736
21,Puebla,21071,Huauchinango,210710008,Las Colonias de Hidalgo,C21.08,Nuevo Necaxa-Tenango,3786
30,Veracruz de Ignacio de la Llave,30204,Agua Dulce,302040017,El Muelle (Gavilán Norte),C30.16,Agua Dulce,3809
20,Oaxaca,20184,San Juan Bautista Tuxtepec,201840050,San Bartolo,C20.06,San Juan Bautista Tuxtepec,3829
16,Michoacán de Ocampo,16011,Briseñas,160110004,Paso de Hidalgo (Paso de -lamos),C14.01,La Barca-Briseñas,3950
31,Yucatán,31100,Ucú,,,M31.01,Mérida,4024
27,Tabasco,27014,Paraíso,270140005,Puerto Ceiba (Carrizal),C27.08,Paraíso,4050
20,Oaxaca,20063,Nazareno Etla,,,M20.01,Oaxaca,4085
15,México,15088,Tenancingo,150880034,La Trinidad,C15.09,Tenancingo de Degollado,4115
15,México,15074,San Felipe del Progreso,150740008,Calvario del Carmen,C15.06,San Nicolás Guadalupe,4128
27,Tabasco,27005,Comalcalco,270050059,Sargento López 1ra. Sección,C27.03,Comalcalco,4143
21,Puebla,21164,Tepeaca,211640020,San Pablo Actipan,C21.12,Tepeaca,4212
29,Tlaxcala,29051,San Jerónimo Zacualpan,,,M21.01,Puebla-Tlaxcala,4234
26,Sonora,26018,Cajeme,260180364,Providencia,C26.01,Ciudad Obregón,4244
20,Oaxaca,20174,#NAME?,,,M20.01,Oaxaca,4267
16,Michoacán de Ocampo,16011,Briseñas,160110001,Briseñas de Matamoros,C14.01,La Barca-Briseñas,4320
21,Puebla,21183,Tlaola,211830022,Xaltepuxtla,C21.08,Nuevo Necaxa-Tenango,4323
15,México,15042,Ixtlahuaca,150420007,Guadalupe Cachi,C15.05,Santo Domingo de Guzmán,4351
31,Yucatán,31059,Progreso,310590003,Chelem,C31.02,Progreso,4352
14,Jalisco,14050,Jocotepec,140500002,Chantepec (El Chante),C14.03,Jocotepec,4394
15,México,15082,Tejupilco,150820176,Santo Domingo-Zacatepec,C15.07,Tejupilco de Hidalgo,4413
13,Hidalgo,13030,Ixmiquilpan,130300035,Panales,C13.04,Ixmiquilpan,4427
13,Hidalgo,13028,Huejutla de Reyes,130280042,Chililico,C13.03,Huejutla de Reyes,4428
25,Sinaloa,25001,Ahome,250010136,El Estero (Juan José Ríos),C25.03,Juan José Ríos,4454
27,Tabasco,27002,Cárdenas,270020051,Melchor Ocampo,C27.01,Cárdenas,4484
20,Oaxaca,20421,Santa María Mixtequilla,,,M20.02,Tehuantepec,4633
21,Puebla,21208,Zacatlán,212080015,Jicolapa,C21.15,Zacatlán,4638
15,México,15042,Ixtlahuaca,150420017,San Cristóbal los Baños,C15.04,Los Baños,4660
21,Puebla,21207,Zacapoaxtla,212070021,Xalacapan,C21.14,Zacapoaxtla,4746
15,México,15069,Papalotla,,,M09.01,Valle de México,4803
20,Oaxaca,20087,San Agustín Yatareni,,,M20.01,Oaxaca,4842
15,México,15088,Tenancingo,150880017,El Salitre,C15.09,Tenancingo de Degollado,4880
13,Hidalgo,13063,Tepeji del Río de Ocampo,130630021,Tinajas,C13.07,Tepeji de Ocampo,4904
13,Hidalgo,13067,Tezontepec de Aldama,130670001,Tezontepec de Aldama,C13.09,Tezontepec de Aldama,4925
21,Puebla,21173,Teteles de Avila Castillo,211730001,Teteles de Avila Castillo,C21.03,Atempan,4978
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,,,M29.01,Tlaxcala-Apizaco,4983
21,Puebla,21204,Yaonáhuac,212040001,Yaonáhuac,C21.03,Atempan,5024
16,Michoacán de Ocampo,16077,San Lucas,160770067,Vicente Riva Palacio,C12.03,Ciudad Altamirano-Riva Palacio,5035
8,Chihuahua,8059,San Francisco del Oro,,,M08.03,Hidalgo del Parral,5052
29,Tlaxcala,29057,Santa Apolonia Teacalco,,,M21.01,Puebla-Tlaxcala,5058
15,México,15088,Tenancingo,150880073,San José el Cuartel,C15.09,Tenancingo de Degollado,5214
32,Zacatecas,32010,Fresnillo,320100165,Plateros,C32.01,Fresnillo,5233
18,Nayarit,18010,Rosamorada,180100035,San Vicente,C18.03,Tuxpan,5251
30,Veracruz de Ignacio de la Llave,30185,Tlilapan,,,M30.05,Orizaba,5303
20,Oaxaca,20091,San Andrés Huayápam,,,M20.01,Oaxaca,5313
13,Hidalgo,13063,Tepeji del Río de Ocampo,130630020,Tianguistengo (La Romera),C13.07,Tepeji de Ocampo,5320
11,Guanajuato,11017,Irapuato,110170359,Villas de Irapuato,C11.05,Irapuato,5330
16,Michoacán de Ocampo,16102,Uruapan,161020110,Santa Rosa (Santa Bárbara),C16.07,Uruapan,5372
13,Hidalgo,13067,Tezontepec de Aldama,130670008,Panuaya,C13.09,Tezontepec de Aldama,5383
15,México,15042,Ixtlahuaca,150420024,San Juan de las Manzanas,C15.05,Santo Domingo de Guzmán,5401
16,Michoacán de Ocampo,16102,Uruapan,161020119,Toreo Bajo (El Toreo Bajo),C16.07,Uruapan,5401
13,Hidalgo,13023,Francisco I. Madero,130230012,El Rosario,C13.01,Actopan,5426
21,Puebla,21199,Xiutetelco,211990016,Xaltipan,C30.08,Jalacingo-San Juan Xiutetelco,5490
13,Hidalgo,13067,Tezontepec de Aldama,130670006,Mangas,C13.09,Tezontepec de Aldama,5512
31,Yucatán,31063,Samahil,,,M31.01,Mérida,5558
15,México,15026,Chapa de Mota,150260023,San Juan Tuxtepec,C15.02,San Felipe Coamango-San Juan Tuxtepec,5584
20,Oaxaca,20294,San Pablo Huitzo,202940001,San Pablo Huitzo,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,5615
29,Tlaxcala,29054,San Lorenzo Axocomanitla,,,M21.01,Puebla-Tlaxcala,5621
20,Oaxaca,20539,Soledad Etla,,,M20.01,Oaxaca,5665
29,Tlaxcala,29049,San Damián Texóloc,,,M29.01,Tlaxcala-Apizaco,5773
27,Tabasco,27012,Macuspana,270120016,Belén,C27.06,Macuspana,5775
16,Michoacán de Ocampo,16102,Uruapan,161020061,Caltzontzin,C16.07,Uruapan,5814
13,Hidalgo,13067,Tezontepec de Aldama,130670005,Huitel,C13.09,Tezontepec de Aldama,5882
15,México,15026,Chapa de Mota,150260020,San Felipe Coamango,C15.02,San Felipe Coamango-San Juan Tuxtepec,5884
29,Tlaxcala,29009,Cuaxomulco,,,M29.01,Tlaxcala-Apizaco,5907
20,Oaxaca,20103,San Antonino Castillo Velasco,201030001,San Antonino Castillo Velasco,C20.04,Ocotlán de Morelos,5970
15,México,15085,Temascalcingo,150850014,La Magdalena,C15.08,Temascalcingo de José María Velasco,5999
15,México,15098,Texcalyacac,,,M15.01,Tianguistenco,6004
31,Yucatán,31095,Tixpéhual,,,M31.01,Mérida,6037
21,Puebla,21051,Chietla,210510001,Chietla,C21.05,Atencingo-Chietla,6056
15,México,15074,San Felipe del Progreso,150740097,San Miguel la Labor,C15.06,San Nicolás Guadalupe,6080
15,México,15042,Ixtlahuaca,150420001,Ixtlahuaca de Rayón,C15.05,Santo Domingo de Guzmán,6213
27,Tabasco,27008,Huimanguillo,270080084,Río Seco y Montaña 2da. Sección,C27.01,Cárdenas,6264
15,México,15074,San Felipe del Progreso,150740098,San Nicolás Guadalupe,C15.06,San Nicolás Guadalupe,6290
27,Tabasco,27014,Paraíso,270140027,Quintín Arauz,C27.08,Paraíso,6347
29,Tlaxcala,29035,Tocatlán,,,M29.01,Tlaxcala-Apizaco,6424
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,,,M21.01,Puebla-Tlaxcala,6574
7,Chiapas,7037,Huehuetán,70370059,Huehuetán Estación FFCC,C07.03,Huehuetán,6704
21,Puebla,21181,Tlaltenango,,,M21.01,Puebla-Tlaxcala,6918
14,Jalisco,14030,Chapala,140300005,San Antonio Tlayacapan,C14.02,Ajijic,6977
13,Hidalgo,13067,Tezontepec de Aldama,130670009,Presas,C13.09,Tezontepec de Aldama,7023
30,Veracruz de Ignacio de la Llave,30134,Puente Nacional,301340003,Cabezas,C30.02,José Cardel,7225
30,Veracruz de Ignacio de la Llave,30074,Huiloapan de Cuauhtémoc,,,M30.05,Orizaba,7268
13,Hidalgo,13005,Ajacuba,130050001,Ajacuba,C13.08,Tetepango-Ajacuba,7299
26,Sonora,26018,Cajeme,260180284,Cócorit,C26.02,Esperanza,7309
29,Tlaxcala,29059,Santa Cruz Quilehtla,,,M21.01,Puebla-Tlaxcala,7359
21,Puebla,21017,Atempan,210170001,Atempan,C21.03,Atempan,7529
29,Tlaxcala,29053,San Juan Huactzinco,,,M21.01,Puebla-Tlaxcala,7613
31,Yucatán,31090,Timucuy,,,M31.01,Mérida,7701
31,Yucatán,31059,Progreso,310590004,Chicxulub (Chicxulub Puerto),C31.02,Progreso,7728
21,Puebla,21104,Nopalucan,211040001,Nopalucan de la Granja,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,7782
21,Puebla,21207,Zacapoaxtla,212070001,Zacapoaxtla,C21.14,Zacapoaxtla,7782
21,Puebla,21004,Acatzingo,210040002,Actipan de Morelos (Santa María Actipan),C21.01,Acatzingo de Hidalgo,7831
21,Puebla,21071,Huauchinango,210710027,Tenango de las Flores,C21.08,Nuevo Necaxa-Tenango,7872
29,Tlaxcala,29056,Santa Ana Nopalucan,,,M21.01,Puebla-Tlaxcala,7909
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,,,M30.08,Xalapa,7974
29,Tlaxcala,29013,Huamantla,290130016,Ignacio Zaragoza,C29.01,Huamantla,8006
16,Michoacán de Ocampo,16112,Zitácuaro,161120082,Rincón de Nicolás Romero (Cedros Tercera Manzana),C16.10,Zitácuaro,8022
14,Jalisco,14016,Ayotlán,140160072,La Ribera,C16.08,Yurécuaro-La Ribera,8137
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890083,Santiago de la Peña,C30.15,Túxpam de Rodríguez Cano,8204
21,Puebla,21060,Domingo Arenas,,,M21.01,Puebla-Tlaxcala,8247
15,México,15042,Ixtlahuaca,150420002,La Concepción los Baños,C15.04,Los Baños,8349
21,Puebla,21038,Cuapiaxtla de Madero,210380001,Cuapiaxtla de Madero,C21.01,Acatzingo de Hidalgo,8447
20,Oaxaca,20409,Santa María del Tule,,,M20.01,Oaxaca,8492
21,Puebla,21199,Xiutetelco,211990001,San Juan Xiutetelco,C30.08,Jalacingo-San Juan Xiutetelco,8504
20,Oaxaca,20045,Magdalena Apasco,,,M20.01,Oaxaca,8627
15,México,15042,Ixtlahuaca,150420035,Santo Domingo de Guzmán,C15.05,Santo Domingo de Guzmán,8962
7,Chiapas,7037,Huehuetán,70370001,Huehuetán,C07.03,Huehuetán,8976
21,Puebla,21091,Juan Galindo,210910001,Nuevo Necaxa,C21.08,Nuevo Necaxa-Tenango,8982
15,México,15042,Ixtlahuaca,150420034,Emiliano Zapata (Santo Domingo),C15.05,Santo Domingo de Guzmán,9017
29,Tlaxcala,29058,Santa Catarina Ayometla,,,M21.01,Puebla-Tlaxcala,9050
20,Oaxaca,20115,San Bartolo Coyotepec,,,M20.01,Oaxaca,9369
15,México,15088,Tenancingo,150880024,Santa Ana Ixtlahuatzingo (Santa Ana),C15.09,Tenancingo de Degollado,9385
21,Puebla,21125,San Gregorio Atzompa,,,M21.01,Puebla-Tlaxcala,9469
12,Guerrero,12057,Técpan de Galeana,120570086,El Súchil,C12.04,Técpan de Galeana,9545
13,Hidalgo,13065,Tetepango,130650001,Tetepango,C13.08,Tetepango-Ajacuba,9880
11,Guanajuato,11033,San Luis de la Paz,110330110,Misión de Chichimecas,C11.09,San Luis de la Paz,9934
21,Puebla,21110,Palmar de Bravo,211100023,San Miguel Xaltepec,C21.09,Palmarito Tochapan,9956
15,México,15061,Nopaltepec,,,M09.01,Valle de México,10132
20,Oaxaca,20083,San Agustín de las Juntas,,,M20.01,Oaxaca,10204
31,Yucatán,31013,Conkal,,,M31.01,Mérida,10247
32,Zacatecas,32050,Vetagrande,,,M32.01,Zacatecas-Guadalupe,10320
11,Guanajuato,11028,Salvatierra,110280064,Urireo,C11.07,Salvatierra,10405
20,Oaxaca,20553,Tlalixtac de Cabrera,,,M20.01,Oaxaca,10416
30,Veracruz de Ignacio de la Llave,30036,Coacoatzintla,,,M30.08,Xalapa,10475
20,Oaxaca,20401,Santa María Colotepec,204010050,Brisas de Zicatela,C20.07,Puerto Escondido-Zicatela,10510
21,Puebla,21122,San Felipe Teotlalcingo,,,M21.01,Puebla-Tlaxcala,10517
21,Puebla,21051,Chietla,210510003,Atencingo,C21.05,Atencingo-Chietla,10575
29,Tlaxcala,29050,San Francisco Tetlanohcan,,,M29.01,Tlaxcala-Apizaco,10661
20,Oaxaca,20338,Villa de Etla,,,M20.01,Oaxaca,10700
21,Puebla,21117,Rafael Lara Grajales,211170001,Ciudad de Rafael Lara Grajales,C21.10,Nopalucan de la Granja-Ciudad de Rafael Lara Grajales,10895
30,Veracruz de Ignacio de la Llave,30090,Jamapa,,,M30.07,Veracruz,11082
15,México,15034,Ecatzingo,,,M09.01,Valle de México,11095
29,Tlaxcala,29017,Mazatecochco de José María Morelos,,,M21.01,Puebla-Tlaxcala,11340
14,Jalisco,14030,Chapala,140300002,Ajijic,C14.02,Ajijic,11481
11,Guanajuato,11017,Irapuato,110170059,Arandas,C11.05,Irapuato,11527
20,Oaxaca,20150,San Francisco Telixtlahuaca,201500001,San Francisco Telixtlahuaca,C20.05,San Francisco Telixtlahuaca-San Pablo Huitzo,11539
20,Oaxaca,20375,Santa Cruz Amilpas,,,M20.01,Oaxaca,11583
15,México,15017,Ayapango,,,M09.01,Valle de México,11665
6,Colima,6007,Manzanillo,60070021,El Colomo,C06.01,Manzanillo,11705
21,Puebla,21154,Tecamachalco,211540021,San Mateo Tlaixpan,C21.11,Tecamachalco,11767
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,,,M30.04,Minatitlán,11829
15,México,15088,Tenancingo,150880001,Tenancingo de Degollado,C15.09,Tenancingo de Degollado,11973
29,Tlaxcala,29001,Amaxac de Guerrero,,,M29.01,Tlaxcala-Apizaco,12025
15,México,15012,Atizapán,,,M15.01,Tianguistenco,12266
15,México,15038,Isidro Fabela,,,M09.01,Valle de México,12332
15,México,15089,Tenango del Aire,,,M09.01,Valle de México,12452
32,Zacatecas,32032,Morelos,,,M32.01,Zacatecas-Guadalupe,12453
15,México,15125,Tonanitla,,,M09.01,Valle de México,12742
21,Puebla,21136,San Miguel Xoxtla,,,M21.01,Puebla-Tlaxcala,12808
15,México,15027,Chapultepec,,,M15.02,Toluca,13087
15,México,15083,Temamatla,,,M09.01,Valle de México,13100
18,Nayarit,18004,Compostela,180040128,La Peñita de Jaltemba,C18.02,La Peñita de Jaltemba,13156
29,Tlaxcala,29029,Tepeyanco,,,M21.01,Puebla-Tlaxcala,13187
29,Tlaxcala,29027,Tenancingo,,,M21.01,Puebla-Tlaxcala,13220
15,México,15022,Cocotitlán,,,M09.01,Valle de México,13339
15,México,15006,Almoloya del Río,,,M15.01,Tianguistenco,13364
30,Veracruz de Ignacio de la Llave,30102,Martínez de la Torre,301020030,Independencia,C30.09,Martínez de la Torre,13675
29,Tlaxcala,29032,Tetlatlahuca,,,M21.01,Puebla-Tlaxcala,14004
15,México,15055,Mexicaltzingo,,,M15.02,Toluca,14053
29,Tlaxcala,29042,Xicohtzinco,,,M21.01,Puebla-Tlaxcala,14138
27,Tabasco,27012,Macuspana,270120018,Benito Juárez (San Carlos),C27.07,Benito Juárez (San Carlos),14163
16,Michoacán de Ocampo,16085,Tangancícuaro,160850001,Tangancícuaro de Arista,P16.14,Tangancícuaro de Arista,14228
15,México,15042,Ixtlahuaca,150420030,San Pedro los Baños,C15.04,Los Baños,14465
30,Veracruz de Ignacio de la Llave,30086,Jalacingo,300860001,Jalacingo,C30.08,Jalacingo-San Juan Xiutetelco,14547
14,Jalisco,14051,Juanacatlán,,,M14.01,Guadalajara,14715
14,Jalisco,14074,San Julián,140740001,San Julián,C14.04,San Julián,14755
15,México,15085,Temascalcingo,150850001,Temascalcingo de José María Velasco,C15.08,Temascalcingo de José María Velasco,14807
11,Guanajuato,11008,Manuel Doblado,110080001,Ciudad Manuel Doblado,P11.02,Ciudad Manuel Doblado,15061
7,Chiapas,7068,Pichucalco,70680001,Pichucalco,C07.05,Pichucalco,15075
8,Chihuahua,8004,Aquiles Serdán,,,M08.01,Chihuahua,15095
3,Baja California Sur,3002,Mulegé,30020066,Guerrero Negro,P03.03,Guerrero Negro,15105
7,Chiapas,7106,Venustiano Carranza,71060001,Venustiano Carranza,P07.15,Venustiano Carranza,15107
7,Chiapas,7002,Acala,70020001,Acala,P07.01,Acala,15111
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal,,,M29.01,Tlaxcala-Apizaco,15159
15,México,15072,Rayón,,,M15.02,Toluca,15186
30,Veracruz de Ignacio de la Llave,30144,Sayula de Alemán,301440001,Sayula de Alemán,P30.10,Sayula de Alemán,15205
13,Hidalgo,13084,Zimapán,130840001,Zimapán,P13.02,Zimapán,15282
16,Michoacán de Ocampo,16073,Quiroga,160730001,Quiroga,P16.12,Quiroga,15309
27,Tabasco,27010,Jalpa de Méndez,270100001,Jalpa de Méndez,C27.05,Jalpa de Méndez,15339
30,Veracruz de Ignacio de la Llave,30021,Atoyac,300210017,General Miguel Alemán (Potrero Nuevo),P30.02,General Miguel Alemán,15360
26,Sonora,26071,Benito Juárez,260710001,Villa Juárez,P26.11,Villa Juárez,15384
20,Oaxaca,20006,Asunción Nochixtlán,200060001,Asunción Nochixtlán,P20.01,Asunción Nochixtlán,15464
30,Veracruz de Ignacio de la Llave,30053,Cuitláhuac,300530001,Cuitláhuac,C30.06,Cuitláhuac,15527
20,Oaxaca,20227,San Lorenzo Cacaotepec,,,M20.01,Oaxaca,15530
12,Guerrero,12057,Técpan de Galeana,120570001,Técpan de Galeana,C12.04,Técpan de Galeana,15595
26,Sonora,26070,General Plutarco Elías Calles,260700001,Sonoyta,P26.10,Sonoyta,15632
13,Hidalgo,13039,Mineral del Monte,,,M13.01,Pachuca,15637
32,Zacatecas,32029,Miguel Auza,320290001,Miguel Auza,P32.05,Miguel Auza,15675
16,Michoacán de Ocampo,16089,Tepalcatepec,160890001,Tepalcatepec,P16.15,Tepalcatepec,15689
13,Hidalgo,13022,Epazoyucan,,,M13.01,Pachuca,15748
3,Baja California Sur,3002,Mulegé,30020001,Santa Rosalía,P03.02,Santa Rosalía,15797
14,Jalisco,14003,Ahualulco de Mercado,140030001,Ahualulco de Mercado,P14.01,Ahualulco de Mercado,15808
16,Michoacán de Ocampo,16068,Peribán,160680001,Peribán de Ramos,P16.10,Peribán de Ramos,15856
30,Veracruz de Ignacio de la Llave,30143,Santiago Tuxtla,301430001,Santiago Tuxtla,P30.09,Santiago Tuxtla,15913
14,Jalisco,14096,Tizapán el Alto,140960001,Tizapán el Alto,P14.21,Tizapán el Alto,15915
26,Sonora,26018,Cajeme,260180403,Pueblo Yaqui,P26.03,Pueblo Yaqui,15967
16,Michoacán de Ocampo,16024,Cherán,160240001,Cherán,P16.03,Cherán,16026
18,Nayarit,18011,Ruíz,180110001,Ruíz,P18.04,Ruíz,16039
7,Chiapas,7109,Yajalón,71090001,Yajalón,C07.08,Yajalón,16111
30,Veracruz de Ignacio de la Llave,30116,Oluta,,,M30.01,Acayucan,16115
20,Oaxaca,20068,Ocotlán de Morelos,200680001,Ocotlán de Morelos,C20.04,Ocotlán de Morelos,16193
30,Veracruz de Ignacio de la Llave,30082,Ixhuatlán del Sureste,,,M30.02,Coatzacoalcos,16201
16,Michoacán de Ocampo,16058,Nuevo Parangaricutiro,160580001,Nuevo San Juan Parangaricutiro,P16.08,Nuevo San Juan Parangaricutiro,16218
29,Tlaxcala,29007,El Carmen Tequexquitla,290070001,Villa de El Carmen Tequexquitla,P29.02,Villa de El Carmen Tequexquitla,16218
30,Veracruz de Ignacio de la Llave,30047,Coscomatepec,300470001,Coscomatepec de Bravo,C30.05,Coscomatepec de Bravo,16307
24,San Luis Potosí,24008,Cerritos,240080001,Cerritos,P24.02,Cerritos,16308
30,Veracruz de Ignacio de la Llave,30145,Soconusco,,,M30.01,Acayucan,16385
4,Campeche,4001,Calkiní,40010001,Calkiní,P04.01,Calkiní,16450
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,203970001,Heroica Ciudad de Tlaxiaco,C20.08,Tlaxiaco,16567
30,Veracruz de Ignacio de la Llave,30059,Chinameca,,,M30.04,Minatitlán,16593
18,Nayarit,18004,Compostela,180040186,Las Varas,P18.02,Las Varas,16601
30,Veracruz de Ignacio de la Llave,30094,Juan Rodríguez Clara,300940001,Juan Rodríguez Clara,P30.06,Juan Rodríguez Clara,16618
24,San Luis Potosí,24005,Cárdenas,240050001,Cárdenas,P24.01,Cárdenas,16722
18,Nayarit,18016,Tecuala,180160001,Tecuala,P18.06,Tecuala,16809
30,Veracruz de Ignacio de la Llave,30093,Jilotepec,,,M30.08,Xalapa,16818
13,Hidalgo,13061,Tepeapulco,130610001,Tepeapulco,C13.06,Ciudad Sahagún-Tepeapulco,16939
32,Zacatecas,32022,Juan Aldama,320220001,Juan Aldama,P32.03,Juan Aldama,16942
21,Puebla,21094,Libres,210940001,Ciudad de Libres,P21.04,Ciudad de Libres,16971
8,Chihuahua,8040,Madera,80400001,Madera,P08.06,Madera,16999
16,Michoacán de Ocampo,16009,Ario,160090001,Ario de Rosales,P16.02,Ario de Rosales,17048
20,Oaxaca,20413,Santa María Huatulco,204130078,Crucecita,C20.09,Crucecita,17086
19,Nuevo León,19005,Anáhuac,190050001,Anáhuac,P19.02,Anáhuac,17096
32,Zacatecas,32048,Tlaltenango de Sánchez Román,320480001,Tlaltenango de Sánchez Román,P32.09,Tlaltenango de Sánchez Román,17098
14,Jalisco,14116,Villa Hidalgo,141160001,Villa Hidalgo,P14.23,Villa Hidalgo,17119
20,Oaxaca,20157,San Jacinto Amilpas,,,M20.01,Oaxaca,17147
31,Yucatán,31019,Chemax,310190001,Chemax,P31.01,Chemax,17149
29,Tlaxcala,29038,Tzompantepec,,,M29.01,Tlaxcala-Apizaco,17184
21,Puebla,21118,Los Reyes de Juárez,211180001,Los Reyes de Juárez,C21.01,Acatzingo de Hidalgo,17190
25,Sinaloa,25014,Rosario,250140001,El Rosario,P25.04,El Rosario,17216
30,Veracruz de Ignacio de la Llave,30120,Oteapan,,,M30.04,Minatitlán,17220
16,Michoacán de Ocampo,16110,Zinapécuaro,161100001,Zinapécuaro de Figueroa,C16.09,Zinapécuaro de Figueroa,17272
31,Yucatán,31002,Acanceh,,,M31.01,Mérida,17279
21,Puebla,21214,Zinacatepec,212140001,San Sebastián Zinacatepec,P21.06,San Sebastián Zinacatepec,17284
30,Veracruz de Ignacio de la Llave,30189,Tuxpan,301890005,Alto Lucero,C30.15,Túxpam de Rodríguez Cano,17298
17,Morelos,17012,Jojutla,170120001,Jojutla,C17.03,Jojutla-Tlaquiltenango,17321
